enterprise_id,Sector,Enterprise Country Headquarters,Workforce Size,Year,Enterprise IT Budget Estimate,Cloud Service Revenues,Other Service Revenues,Non-Surface Product Revenues,Surface Product Revenues,Office Products Revenues
5939,Financial Services,India,20,2017,17904,5501.037251,927.2978082,0,562.2333112,2388.238943
5940,Technology and Consulting,China,302,2017,759317,199778.4978,34875.90225,187499.6261,0,59249.48969
5941,Financial Services,China,25,2017,0,0,0,0,0,0
5942,Financial Services,China,37,2017,42048,12210,1097.130435,6640.526316,0,4440
5943,Education,China,14,2017,28160,1351.015521,936.4387367,0,1315.496558,1687.666022
5944,Other,India,8,2017,0,0,0,0,0,0
5945,Technology and Consulting,China,39,2017,55635,14796.03987,1564.690331,12669.43748,0,4549.6196
5946,Education,India,23,2017,35264,4549.141171,1234.221412,9251.280831,0,2967.311113
5947,Financial Services,Singapore,106,2017,246216,120994.2193,10142.70867,34390.10292,0,17590.57854
5948,Education,China,3,2017,5158,992.6665955,146.8568955,1673.450078,0,335.6681833
5949,Education,China,10,2017,20353,1920.55469,468.9675679,4460.084201,0,1141.790403
5950,Healthcare,India,32,2017,49871,19532.8,2712.888889,13197.83784,0,3840
5951,Financial Services,South Korea,32,2017,38684,11034.5365,4460.720304,0,2023.416161,3699.19941
5952,Technology and Consulting,South Korea,18,2017,24374,4715.053344,1022.572602,4570.584048,0,2037.513851
5953,Financial Services,India,16,2017,17157,4518.304837,560.7783908,3345.962938,0,1961.493543
5954,Technology and Consulting,China,102,2017,202702,28424.55819,16141.97545,44054.58946,0,18949.6644
5955,Financial Services,South Korea,55,2017,88703,24454.45181,4916.930484,10677.58674,0,9219.341233
5956,Education,China,17,2017,33641,2128.993289,946.9253731,0,9063.428571,2040
5957,Education,China,1408,2017,5109903,0,162301.8193,654083.1355,611299.0725,408558.153
5958,Healthcare,China,49,2017,65197,14817.68845,2096.410682,9372.118036,0,5601.58462
5959,Healthcare,South Korea,26,2017,36705,8456.842105,1168.581818,5842.909091,0,3120
5960,Other,China,41,2017,48431,4433.121648,2128.450651,0,4275.193447,4845.481434
5961,Financial Services,India,87,2017,118281,26506.76325,8147.649414,0,6310.29773,16945.77719
5962,Education,China,31,2017,62125,0,1711.984949,17171.80919,8792.658901,3832.087373
5963,Technology and Consulting,South Korea,183,2017,332056,43191.52567,13538.23113,104877.5101,0,34173.27717
5964,Healthcare,China,12,2017,15030,3328.475534,1210.603586,1721.297319,0,1533.520541
5965,Other,South Korea,22,2017,25843,2867.363736,924.6011871,4232.930725,0,2562.135277
5966,Technology and Consulting,China,41,2017,66765,0,2644.799797,11466.96337,16491.71472,4775.046057
5967,Technology and Consulting,India,19,2017,29300,2517.809862,1099.178417,5810.842099,0,2418.242143
5968,Technology and Consulting,China,47,2017,60983,6691.273742,2184.703559,13205.01935,0,5223.873121
5969,Technology and Consulting,India,49,2017,0,0,0,0,0,0
5970,Healthcare,Singapore,6,2017,7444,3839.206539,400.141928,0,335.7539058,741.5927003
5971,Education,South Korea,161,2017,271995,17825.80923,6824.618783,54354.28294,0,27796.35413
5972,Technology and Consulting,India,54,2017,133108,11026.47335,13345.52346,47245.79155,0,9444.944268
5973,Technology and Consulting,China,47,2017,70664,5983.482218,0,9886.46162,10280.16894,5502.780509
5974,Education,India,23,2017,32760,3878.4363,1693.015365,8233.614928,0,2656.536231
5975,Technology and Consulting,Singapore,182,2017,314404,18399.50444,12329.96382,67098.56549,0,31964.32047
5976,Technology and Consulting,South Korea,20,2017,28587,4168.172304,2070.178001,9635.875369,0,2372.590809
5977,Financial Services,China,38,2017,38239,10986.50704,1060.299648,4719.295037,0,4893.934664
5978,Education,South Korea,3,2017,4726,742.6640486,140.3622923,681.4859246,0,355.1561876
5979,Financial Services,India,11,2017,11662,0,857.6709863,2010.15589,511.7902714,1330.294816
5980,Education,China,42,2017,75847,7627.042047,3492.785303,12484.45291,0,5059.917336
5981,Technology and Consulting,China,7,2017,0,0,0,0,0,0
5982,Other,Singapore,5,2017,6318,1251.737909,221.1987945,0,332.0522206,575.2860203
5983,Other,China,43,2017,59667,12391.27041,1511.054007,8399.302946,0,5032.755293
5984,Healthcare,China,49,2017,62379,22695.33599,1901.922801,6652.070299,0,5906.186672
5985,Technology and Consulting,China,9,2017,13894,917.3333333,557.8378378,3175.384615,0,1080
5986,Education,China,132,2017,312549,0,16344.39308,38079.29251,37150.13317,22541.65494
5987,Other,India,35,2017,41732,6446.268846,2088.314412,0,3855.60179,4238.740026
5988,Other,China,22,2017,31855,1865.591065,959.6367298,5298.333126,0,2675.18902
5989,Technology and Consulting,China,33,2017,51460,4446.632805,4048.716353,0,9593.06512,3751.784563
5990,Education,China,46,2017,88757,13177.23077,3137.435897,15573.09091,0,5520
5991,Financial Services,Singapore,40,2017,78515,27597.69545,6538.923356,0,3760.781519,4572.576567
5992,Healthcare,India,657,2017,1860624,584756.1748,82454.21919,268792.5601,0,175837.8961
5993,Education,India,43,2017,0,0,0,0,0,0
5994,Healthcare,India,35,2017,63901,20203.44828,3958.783784,11267.30769,0,4200
5995,Other,South Korea,187,2017,0,0,0,0,0,0
5996,Technology and Consulting,China,13,2017,20121,932.1894889,1727.190843,3767.453563,0,1590.239988
5997,Healthcare,India,2,2017,3362,1159.774799,149.4805539,0,169.0764508,225.0400827
5998,Technology and Consulting,South Korea,441,2017,937125,148819.3453,26142.07189,226740.218,0,95870.51068
5999,Technology and Consulting,China,7,2017,10878,1361.759927,730.2263734,2582.530648,0,852.0316677
6000,Other,India,6,2017,8242,602.3071817,295.9407807,1734.069084,386.7698088,752.5892575
6001,Technology and Consulting,China,48,2017,78917,6231.890503,3068.696195,8116.564642,0,5300.571506
6002,Technology and Consulting,India,33,2017,75974,6396.310604,1953.554297,16230.58135,0,4113.088651
6003,Education,China,20,2017,39376,4570.810076,2077.624958,7908.345755,0,2363.251464
6004,Technology and Consulting,China,111,2017,0,0,0,0,0,0
6005,Financial Services,Singapore,55,2017,119189,55085.48198,7004.105528,0,5024.714811,10281.6384
6006,Financial Services,Singapore,45,2017,86539,29888.54566,8509.983139,13098.60559,0,5388.786305
6007,Other,China,25,2017,33535,0,888.6958345,3417.310559,2264.227815,3218.21056
6008,Technology and Consulting,India,40,2017,92991,7583.506679,2384.553279,20530.8459,0,4864.092689
6009,Education,China,7,2017,14216,2978.826456,916.3974125,3688.94437,0,803.0895016
6010,Healthcare,China,13,2017,15287,5812.386451,750.0109726,0,2029.782028,1465.320516
6011,Healthcare,Singapore,137,2017,227146,64285.36548,6534.751796,0,10329.25954,23430.00158
6012,Healthcare,China,44,2017,54359,16833.0551,1449.909652,0,2399.1914,5501.981312
6013,Education,China,6,2017,10557,1717.595845,732.6507263,1851.964795,0,719.6352724
6014,Technology and Consulting,South Korea,69,2017,124839,17402.09299,4050.123759,0,8412.44027,12912.98654
6015,Education,Singapore,395,2017,661140,65883.01392,29393.21155,133258.0054,0,82277.3598
6016,Technology and Consulting,China,464,2017,1141170,169214.998,78675.25121,176549.7151,0,97882.7392
6017,Technology and Consulting,South Korea,140,2017,253117,27098.09452,8025.808561,46666.82926,0,26082.17261
6018,Education,China,42,2017,81235,10664.45408,2966.278572,13327.28382,0,5321.458125
6019,Healthcare,India,14,2017,24107,7462,1735.348837,0,861,1680
6020,Education,China,17,2017,31703,3612.2835,1352.457343,0,3091.424584,2043.748597
6021,Healthcare,China,39,2017,55388,18731.86144,1802.977211,7157.517732,0,4863.667647
6022,Technology and Consulting,China,27,2017,40538,3042.349497,1665.845006,9309.52293,0,3511.820443
6023,Education,China,16,2017,28014,5985.961301,2785.17226,0,3569.796083,1935.91067
6024,Education,China,42,2017,80073,7018.745445,2401.340521,9257.601208,0,5120.642874
6025,Education,China,23,2017,44337,4549.672863,1692.012338,10678.74152,0,2816.839679
6026,Healthcare,Singapore,30,2017,36510,8185.997079,1318.043335,6021.357221,0,3409.031477
6027,Financial Services,China,35,2017,33049,7233.314836,3114.222976,0,3403.321859,4503.790098
6028,Technology and Consulting,South Korea,173,2017,359479,26697.98333,13314.09711,54749.40539,0,32472.74176
6029,Other,South Korea,42,2017,49320,7949.080734,1760.087182,0,2336.813046,5386.170779
6030,Technology and Consulting,India,12,2017,20240,3817.908641,644.8900521,0,1670.322423,1445.353873
6031,Technology and Consulting,China,14,2017,20634,0,831.1729398,3716.705598,1692.763388,1696.811482
6032,Healthcare,South Korea,6,2017,7710,2206.719649,270.2089798,0,357.104508,713.2329214
6033,Education,China,31,2017,63474,3606.131546,3211.273152,5971.009544,0,3713.845075
6034,Technology and Consulting,India,21,2017,38962,4158.60252,2586.872293,0,4636.043897,2592.01592
6035,Technology and Consulting,China,31,2017,51249,3312.785257,1388.787072,10773.23174,0,3667.545369
6036,Other,China,78,2017,118807,7822.511385,6717.275461,13354.64819,0,13378.75324
6037,Technology and Consulting,India,46,2017,68107,4952.744701,2165.91609,15511.81627,0,5622.756526
6038,Other,India,3,2017,3786,376.4700697,353.7286712,497.9969158,0,390.4951318
6039,Education,China,7,2017,14299,2169.195931,746.8902043,2938.362235,0,843.8200626
6040,Technology and Consulting,China,14,2017,22517,1327.177884,1064.179524,3672.326954,0,1754.439843
6041,Education,China,33,2017,65263,4427.29927,4560.451128,12636.25,0,3960
6042,Technology and Consulting,India,31,2017,54420,5081.18742,2777.824294,13167.3144,0,3531.185584
6043,Other,China,20,2017,24630,2107.085824,2419.190578,0,1581.505943,2342.317601
6044,Healthcare,China,7,2017,8511,2333.947368,799.009009,0,540.7926829,840
6045,Technology and Consulting,South Korea,23,2017,30310,3579.096622,1200.926355,7186.505228,0,2959.997108
6046,Other,India,16,2017,17873,1462.067093,567.5260933,2542.827893,0,1960.932067
6047,Other,India,165,2017,245927,40800.49604,0,33300.88981,12035.83481,29100.7515
6048,Technology and Consulting,South Korea,40,2017,61596,10799.41425,1602.292571,0,5751.949457,4544.13935
6049,Technology and Consulting,Singapore,19,2017,22771,4243.695209,1119.58844,3825.237872,0,2338.344437
6050,Technology and Consulting,China,34,2017,46031,4076.696317,2930.050137,0,9988.581777,3826.770475
6051,Technology and Consulting,China,112,2017,0,0,0,0,0,0
6052,Other,Singapore,46,2017,59488,0,1637.982196,9684.210526,2951.871658,5520
6053,Financial Services,India,69,2017,90427,24112.7027,2983.846154,27880.3125,0,12420
6054,Healthcare,South Korea,58,2017,94830,26997.80285,2834.26474,23022.60557,0,10070.53423
6055,Education,China,19,2017,37786,3032.876399,2126.969656,7464.858851,0,2233.514613
6056,Education,South Korea,32,2017,50082,4260.302438,1698.950686,10844.21196,0,3872.871366
6057,Education,India,49,2017,83617,12012.90323,0,12623.72881,13300,5880
6058,Healthcare,South Korea,79,2017,109471,67587.544,3578.034932,23112.03594,0,14230.63464
6059,Healthcare,China,155,2017,0,0,0,0,0,0
6060,Healthcare,Singapore,30,2017,36325,16191.50463,1013.681614,4764.739436,0,3562.363838
6061,Technology and Consulting,South Korea,19,2017,31459,3972.796957,1320.182583,0,1804.061937,2164.107
6062,Other,India,13,2017,16093,0,1029.414703,1821.627464,810.9907074,1558.104313
6063,Other,India,44,2017,58452,2957.27378,0,10979.10017,4543.485908,5265.996951
6064,Financial Services,China,25,2017,21827,8982.865493,670.7775028,3394.122911,0,3054.968981
6065,Technology and Consulting,China,10,2017,15455,2653.52649,584.9037043,3514.903823,0,1182.655487
6066,Financial Services,South Korea,155,2017,254774,64047.62846,23190.80596,47617.89946,0,28259.25457
6067,Healthcare,India,8,2017,13710,4825.910549,383.3069736,0,694.8504062,974.7953838
6068,Technology and Consulting,China,39,2017,57617,5857.815984,2338.819459,8734.64692,0,4616.017768
6069,Other,China,20,2017,24185,1899.938045,1410.955486,0,1004.128939,2384.622951
6070,Technology and Consulting,India,40,2017,83603,5178.017667,6392.77086,12854.64279,0,5080.052305
6071,Technology and Consulting,Singapore,20,2017,22753,0,1946.858496,4046.940654,1257.793334,2407.654504
6072,Education,China,34,2017,0,0,0,0,0,0
6073,Technology and Consulting,India,115,2017,248805,21779.64787,21626.14084,51806.92953,0,21653.21577
6074,Healthcare,India,96,2017,223021,70239.7221,10602.12772,25556.47988,0,18039.16459
6075,Education,China,44,2017,77115,6385.46662,4776.717652,0,7176.282046,5378.960945
6076,Education,China,43,2017,76104,0,4879.174404,10059.27063,8456.274384,5645.242648
6077,Other,China,172,2017,239975,19680.75901,9600.910341,32425.1517,0,28497.13467
6078,Education,China,20,2017,41880,3072.268908,1716.431925,0,8917.073171,2400
6079,Healthcare,China,37,2017,42515,16245.82285,1526.782212,8166.392316,0,4585.431304
6080,Technology and Consulting,India,2,2017,3357,223.9073933,85.96960734,805.6889257,0,242.4931062
6081,Healthcare,South Korea,4,2017,4714,1787.825725,320.1303117,806.4767608,0,488.6480981
6082,Other,South Korea,47,2017,62624,4288.103444,5132.065294,9110.207251,0,6109.834475
6083,Education,China,2402,2017,8328487,924020.2357,250963.6384,1926009.407,806054.4853,0
6084,Financial Services,Singapore,30,2017,61242,31881.00865,2283.46735,6977.399627,0,3574.984314
6085,Healthcare,India,43,2017,72762,23636.19755,3080.636706,9193.636092,0,5476.407944
6086,Financial Services,Singapore,132,2017,330217,227396.617,11697.58434,66311.23054,0,24349.47006
6087,Financial Services,South Korea,39,2017,51445,11727.15431,2071.549491,6671.166042,0,4853.307386
6088,Education,China,13,2017,23383,0,1471.551255,3885.702924,4633.388851,1604.793945
6089,Healthcare,India,47,2017,75124,27969.74416,5240.911774,0,4102.662249,5295.155929
6090,Education,South Korea,39,2017,65342,7144.18718,1695.542277,13809.23033,0,4676.44126
6091,Technology and Consulting,China,34,2017,49925,8997.056709,1343.21894,10007.8442,6850.383649,4266.999753
6092,Technology and Consulting,China,16,2017,22208,1574.230923,2166.545199,2723.472998,0,1785.294045
6093,Technology and Consulting,Singapore,40,2017,52964,10323.33776,1759.266078,10336.29114,0,4959.37333
6094,Healthcare,China,116,2017,163456,51635.29167,4665.096105,31255.31816,0,20237.1528
6095,Education,India,118,2017,229328,0,10269.90122,67011.87492,16841.27295,21604.7362
6096,Technology and Consulting,China,38,2017,56502,0,1665.210899,5166.462185,10020.91398,4441.031491
6097,Other,South Korea,42,2017,52917,0,1450.646694,10181.08016,3190.579054,4925.993519
6098,Technology and Consulting,India,15,2017,24567,2900.59858,937.758024,7105.705345,0,1877.138167
6099,Education,China,13,2017,22792,2899.327416,1340.600959,3680.82736,0,1640.844182
6100,Healthcare,India,7,2017,10617,2894.677597,608.4185357,0,851.4388671,907.8786857
6101,Other,India,34,2017,39755,2611.101938,3905.497011,0,3092.810511,4121.900277
6102,Education,India,15,2017,24096,0,1487.477731,3480.838202,3635.471884,1704.447683
6103,Financial Services,South Korea,12,2017,15119,4035.273821,597.7827679,0,614.2991877,1452.116545
6104,Other,Singapore,32,2017,39283,2658.975515,1307.593102,5972.763943,0,3862.302161
6105,Other,India,413,2017,681391,108250.0116,21867.89934,79405.25546,0,80105.34041
6106,Technology and Consulting,India,130,2017,366249,35199.11033,13803.54783,63250.64638,0,22635.76746
6107,Education,India,66,2017,115032,23368.82308,5627.551476,0,12945.28636,11915.51965
6108,Other,China,55,2017,83626,9012.420336,4045.507953,15697.5485,0,9757.619529
6109,Technology and Consulting,China,140,2017,308986,72257.91663,25272.35255,42136.60582,0,24118.5408
6110,Technology and Consulting,India,25,2017,41237,2941.391865,1235.018959,8921.179238,0,3093.896112
6111,Financial Services,Singapore,265,2017,708508,294886.5613,41309.54268,0,23527.5077,52499.04374
6112,Healthcare,China,15,2017,19605,4657.614377,598.0381728,1657.578996,0,1823.386045
6113,Financial Services,India,11,2017,11427,3341.040432,379.8438036,0,761.3718375,1280.596829
6114,Other,India,40,2017,43265,3237.956204,2789.937107,8698.039216,0,4800
6115,Education,South Korea,42,2017,63115,13411.51073,2350.031215,0,5120.041883,5106.721396
6116,Education,South Korea,47,2017,73020,4988.825222,3014.317142,13544.38101,0,5860.485011
6117,Healthcare,Singapore,41,2017,51505,14017.56757,2274.780702,0,4083.858268,4920
6118,Healthcare,South Korea,77,2017,107691,38738.42999,4472.327997,0,4163.027428,13415.98919
6119,Education,China,17,2017,32687,2548.839311,1559.985015,6613.858439,0,2027.532352
6120,Financial Services,Singapore,287,2017,0,0,0,0,0,0
6121,Technology and Consulting,China,102,2017,195858,0,13365.23117,40935.89682,22336.64001,18943.38592
6122,Technology and Consulting,China,130,2017,242969,35354.70683,12189.43253,55984.40856,0,23958.15862
6123,Technology and Consulting,South Korea,93,2017,174845,19467.76788,4882.980227,47992.12953,0,16745.31166
6124,Education,China,45,2017,96006,12282.35294,2601.869159,18156.52174,0,5400
6125,Financial Services,China,14,2017,15306,3404.803686,435.7693523,0,593.880433,1575.428756
6126,Financial Services,South Korea,105,2017,160797,0,15252.59377,24893.88203,7199.878356,20225.93833
6127,Technology and Consulting,India,183,2017,441301,0,38259.92177,69495.23463,32552.96696,34176.7747
6128,Education,Singapore,10,2017,14508,2110.734002,0,4139.371419,1018.810576,1169.154192
6129,Education,South Korea,109,2017,188374,13924.75,4815.475504,28321.52542,0,19620
6130,Technology and Consulting,China,23,2017,33016,4866.142857,1645.555556,0,7741.590909,2760
6131,Financial Services,India,15,2017,15767,5541.297638,1038.185625,2101.067685,0,1727.765415
6132,Technology and Consulting,China,17,2017,27509,2020.232558,811.8691589,6515.25,0,2040
6133,Technology and Consulting,India,5,2017,8519,0,371.861553,1696.628801,1175.438068,612.5763335
6134,Healthcare,South Korea,9,2017,11786,4646.253749,543.2906036,0,541.8827651,1131.712099
6135,Technology and Consulting,China,25,2017,35634,5036.47174,2863.360806,5811.444472,0,2989.844067
6136,Technology and Consulting,India,190,2017,342298,34620.66935,17879.94439,65153.8013,0,33899.02912
6137,Education,South Korea,33,2017,49050,0,1472.742216,9535.3132,3290.640633,4084.546088
6138,Technology and Consulting,South Korea,8,2017,11528,1880,703.483871,2138.039216,0,960
6139,Technology and Consulting,China,179,2017,307298,50786.96045,0,63163.32479,36410.02089,30508.65119
6140,Technology and Consulting,China,79,2017,193236,35347.10002,7548.939444,41729.64933,0,14745.94248
6141,Technology and Consulting,India,20,2017,45569,7238.625965,1881.128361,7926.10366,0,2443.006666
6142,Technology and Consulting,China,67,2017,141188,11505.98513,5313.316919,0,12084.61539,12047.15948
6143,Technology and Consulting,India,167,2017,362067,50366.23397,22632.62567,79440.15995,0,32107.68384
6144,Healthcare,Singapore,22,2017,30616,16388.23747,1035.781416,3809.045308,0,2637.057191
6145,Financial Services,South Korea,41,2017,46584,14078.82059,3243.626071,8599.527747,0,4980.377126
6146,Other,China,22,2017,28580,2439.887253,945.4753751,4865.325694,0,2551.344094
6147,Technology and Consulting,India,29,2017,61323,5532.181299,2978.911948,17786.72884,0,3753.115755
6148,Other,South Korea,23,2017,26618,1649.539733,1093.476391,4848.848813,0,2867.151789
6149,Other,China,30,2017,36411,7076.522259,2573.098566,8298.035236,0,3642.803728
6150,Healthcare,China,34,2017,46522,11571.85775,2283.919714,6547.535067,0,4100.335063
6151,Education,China,6,2017,11633,2430.593927,476.1263526,2111.339569,0,690.0915405
6152,Technology and Consulting,India,105,2017,202702,16969.73133,5105.770983,43214.2454,0,19060.00485
6153,Healthcare,South Korea,21,2017,22652,8512.659114,1133.281635,3264.084878,0,2401.96507
6154,Technology and Consulting,China,42,2017,66537,10628.07937,2346.687455,8655.546076,0,5380.607877
6155,Healthcare,India,80,2017,199210,73993.78311,12331.47269,31478.4964,0,14894.34915
6156,Education,South Korea,31,2017,53441,3056.412894,3020.737578,15956.73423,0,3647.985975
6157,Other,South Korea,29,2017,37611,4894.085397,1668.800055,6138.819674,0,3640.092443
6158,Technology and Consulting,China,184,2017,351316,0,9929.797986,83481.58329,49127.63005,33723.97387
6159,Financial Services,South Korea,36,2017,49455,16684.13793,1516.739812,9874.285714,0,4320
6160,Financial Services,China,45,2017,47843,11657.03884,1715.722219,5611.785555,0,5310.524072
6161,Technology and Consulting,South Korea,12,2017,18753,1197.5,968.7640449,3519.183673,0,1440
6162,Financial Services,Singapore,19,2017,35821,10564.45734,1507.201769,0,2238.610436,2291.554696
6163,Technology and Consulting,South Korea,19,2017,30462,1949.214515,861.2904186,0,2502.025136,2243.289279
6164,Technology and Consulting,South Korea,11,2017,14972,2259.009382,1386.937217,0,911.1051489,1299.943168
6165,Education,China,3,2017,6153,384.2957746,168.4259259,0,940.862069,360
6166,Other,China,14,2017,18366,1246.691059,483.8812077,2055.934439,0,1659.927162
6167,Healthcare,Singapore,8,2017,10830,2788.235294,284.6846847,0,325.7731959,960
6168,Technology and Consulting,South Korea,11,2017,18043,1090.837303,565.5189321,0,1993.781456,1373.647878
6169,Healthcare,China,49,2017,59299,15900.24928,3277.339348,6474.458393,0,5689.2928
6170,Other,China,19,2017,22925,0,677.7936963,5376.136364,1778.571429,2280
6171,Technology and Consulting,India,38,2017,74058,5491.216694,6007.008766,0,9065.783031,4448.368233
6172,Technology and Consulting,India,24,2017,40250,4260.572238,1321.085589,10804.32513,0,2715.961945
6173,Healthcare,Singapore,42,2017,57178,18583.51099,2184.09553,0,2101.721742,4924.686012
6174,Technology and Consulting,China,13,2017,20813,2057.965456,607.5005518,0,2614.45411,1527.317729
6175,Other,India,138,2017,182552,17507.93204,5481.529085,0,13038.35458,24859.79094
6176,Education,India,21,2017,0,0,0,0,0,0
6177,Education,Singapore,165,2017,257199,22789.15099,9952.578475,47705.77764,0,30250.14534
6178,Healthcare,China,4,2017,4587,1641.7802,292.1284144,815.9836706,0,481.0487573
6179,Technology and Consulting,Singapore,25,2017,34494,2801.461522,863.1499154,5341.372999,0,3154.357198
6180,Education,India,42,2017,0,0,0,0,0,0
6181,Financial Services,Singapore,690,2017,2159015,682386.2069,82800,412275,0,173880
6182,Other,China,38,2017,47815,5352.281588,2796.77875,5854.429978,0,4642.958847
6183,Technology and Consulting,India,49,2017,68250,6037.180392,3007.783659,11701.86892,0,6082.088457
6184,Healthcare,China,11,2017,14338,4431.404226,513.1422698,2060.914472,0,1312.633288
6185,Education,Singapore,34,2017,51197,7868.031795,2889.350539,7689.889528,2600.86701,4098.014469
6186,Technology and Consulting,China,21,2017,35946,0,1746.383187,4560.755747,4781.444944,2498.58794
6187,Technology and Consulting,China,10,2017,17334,1313.043478,974.1935484,4870.967742,0,1200
6188,Technology and Consulting,China,49,2017,79432,0,2435.500331,17463.63801,8595.251902,5880.164089
6189,Technology and Consulting,India,4,2017,6182,684.6842842,228.8335947,1519.881373,0,512.7761114
6190,Healthcare,Singapore,25,2017,31543,12338.26502,2517.441193,5357.701066,0,2860.571384
6191,Other,India,40,2017,47708,2913.013391,2714.608127,7239.460785,0,4936.725837
6192,Education,South Korea,328,2017,596839,73750.85464,17462.86965,100422.0396,0,69522.03611
6193,Healthcare,China,18,2017,23045,7302.065653,1535.844928,3796.25001,0,2102.710979
6194,Technology and Consulting,China,64,2017,139696,10161.78784,7269.06254,30642.84973,0,11602.554
6195,Healthcare,China,123,2017,188888,77292.8274,10622.01808,0,12157.36228,20471.76622
6196,Other,India,39,2017,42299,2684.633417,2275.856553,0,1878.252407,4441.882149
6197,Technology and Consulting,India,29,2017,47994,3977.403604,4005.49294,10320.46219,0,3618.926262
6198,Healthcare,China,24,2017,29808,6623.242745,1011.104094,2920.963778,0,2661.920442
6199,Other,South Korea,68,2017,99931,13227.36794,3783.731794,15567.06699,0,12853.96074
6200,Education,India,25,2017,40144,2226.483621,1543.120812,6746.819873,0,3040.530948
6201,Other,China,48,2017,50918,10084.70788,4685.068548,7484.867361,0,5540.115778
6202,Education,China,21,2017,39126,4637.688763,1804.853838,10967.28101,0,2524.007144
6203,Technology and Consulting,China,87,2017,0,0,0,0,0,0
6204,Other,China,49,2017,56770,3874.654547,2595.950861,6051.562129,0,6080.375562
6205,Education,China,2,2017,3799,216.6558295,199.7906062,771.1602601,0,252.7282589
6206,Financial Services,South Korea,17,2017,21521,5855.028563,844.738628,3525.118361,0,2042.059838
6207,Education,India,25,2017,38855,7668.810413,1551.178182,0,17246.63972,2874.890646
6208,Technology and Consulting,China,190,2017,409166,55826.98879,13898.58412,70218.52205,0,36049.78673
6209,Technology and Consulting,China,17,2017,25640,1971.451613,1072.192982,7885.806452,0,2040
6210,Healthcare,China,16,2017,18292,7466.11706,831.6030664,0,1123.171245,2030.113829
6211,Other,China,18,2017,25346,1778.850217,888.5127863,0,923.2073122,2261.845531
6212,Education,China,38,2017,75992,8098.627652,5309.42023,13064.19787,0,4714.994605
6213,Technology and Consulting,South Korea,47,2017,76144,18710.20605,6290.131379,12365.41874,0,5577.439245
6214,Other,China,14,2017,18759,1541.009975,1519.614579,2637.169413,0,1603.667911
6215,Education,China,432,2017,1200945,82704.99067,82498.25198,246261.0833,0,89192.51956
6216,Financial Services,South Korea,3,2017,3695,1372.237497,122.0234574,645.3263578,0,371.1338826
6217,Education,South Korea,44,2017,66000,4440.323966,5772.514548,0,14234.09826,5447.293296
6218,Other,China,377,2017,575294,130218.0305,25416.99685,0,44319.19767,71815.43557
6219,Education,South Korea,38,2017,63832,3593.04097,1593.098963,0,3971.69006,4882.945535
6220,Other,South Korea,38,2017,46352,6290.889243,1496.140958,9596.801477,0,4717.835199
6221,Technology and Consulting,China,35,2017,49968,4549.355804,0,6977.686775,8740.564778,3908.931464
6222,Financial Services,South Korea,16,2017,23245,5074.43041,771.0998801,4447.170347,0,1946.75864
6223,Financial Services,China,454,2017,713844,185004.392,27856.64521,84654.0964,0,92680.50956
6224,Healthcare,China,22,2017,29023,8149.536915,953.6441121,5604.001045,0,2718.107735
6225,Healthcare,Singapore,25,2017,31084,13309.67571,855.8593771,0,2411.115354,3008.274708
6226,Healthcare,China,24,2017,28402,11555.07919,1030.454573,7576.218903,0,2878.508087
6227,Financial Services,China,29,2017,30864,6674.300878,814.9160513,5032.57137,0,3520.561976
6228,Financial Services,South Korea,15,2017,20738,5001.070798,1755.931441,4091.782788,0,1737.386455
6229,Other,China,39,2017,45854,6351.963025,1831.582421,0,2659.021704,4501.610692
6230,Healthcare,China,10,2017,12159,3100.76982,346.6919685,0,704.7709707,1157.389101
6231,Technology and Consulting,China,23,2017,32673,5717.492089,1116.876366,10643.76095,0,2556.77635
6232,Financial Services,South Korea,29,2017,36215,6778.241534,1721.616071,4921.815223,0,3565.131198
6233,Technology and Consulting,India,18,2017,42042,4005.345069,1219.588923,11127.64699,4022.879969,2129.494177
6234,Healthcare,India,5,2017,9026,2541.41728,392.9450796,2180.160526,0,626.5160378
6235,Other,India,24,2017,29181,3455.874675,0,4995.952805,1646.519482,2787.696591
6236,Education,South Korea,9,2017,0,0,0,0,0,0
6237,Education,South Korea,23,2017,36842,4690.952148,1476.070649,0,3311.125104,2621.984582
6238,Technology and Consulting,India,10,2017,19924,3198.207868,906.2941025,4797.941211,0,1134.97326
6239,Technology and Consulting,China,43,2017,0,0,0,0,0,0
6240,Healthcare,China,1187,2017,3071679,1061922.332,245193.791,621454.6279,0,338002.0382
6241,Other,China,33,2017,0,0,0,0,0,0
6242,Financial Services,India,78,2017,94559,39288.10312,4764.770241,15529.30463,5454.710063,13510.63822
6243,Technology and Consulting,China,16,2017,23230,2276.661925,669.3551404,5479.655733,0,2012.545195
6244,Technology and Consulting,South Korea,13,2017,19421,2019.312019,0,4599.771925,1862.251357,1526.475747
6245,Financial Services,India,128,2017,184525,58409.40563,8629.844501,31707.36163,0,23572.09474
6246,Financial Services,Singapore,19,2017,0,0,0,0,0,0
6247,Healthcare,Singapore,36,2017,49665,14544.62299,1276.864802,5669.532877,0,4581.119528
6248,Financial Services,China,45,2017,50220,18564.29115,2560.838992,8471.601739,0,5523.616848
6249,Other,China,213,2017,325789,30964.3509,12528.71628,39459.05106,0,41630.98698
6250,Education,China,20,2017,39546,6756.053616,1835.093755,6329.380405,0,2337.782031
